fecha,id_usuario,ingreso_mensual,gasto_mensual_total,tasa_ahorro,objetivo_presupuesto,escenario_financiero,puntaje_crediticio,relacion_deuda_ingreso,pago_prestamo,monto_inversion,servicios_suscripcion,fondo_emergencia,cantidad_transacciones,indicador_fraude,gastos_discrecionales,gastos_esenciales,tipo_ingreso,alquiler_o_hipoteca,categoria,estado_flujo_caja,puntaje_recomendacion_financiera,nivel_estres_financiero,ahorro_real,meta_ahorro_cumplida,indice_financiero,perfil_financiero
2021-07-19,1099,3427.54,3992.41,0.12,3072.07,Normal,779.0,0.18,605.25,239.23,8,956.0,83,0,457.9,3182.34,Salario,1652.2,Vivienda,Positivo,93.2,Alto,0.0,0,44.50459045809253,En riesgo
2021-08-18,1428,4652.2,1910.38,0.1,2867.1,Normal,733.0,0.57,738.89,757.03,6,1258.17,39,0,431.44,2328.47,Salario,1420.29,Salud,Positivo,13.2,Bajo,2741.82,0,43.36304834263775,En riesgo
2021-09-17,1157,2568.63,1685.71,0.29,3389.17,Normal,698.0,0.38,196.55,65.64,7,1100.43,57,0,353.64,2345.79,Independiente,1577.08,Alimentacion,Positivo,85.8,Medio,882.92,0,52.2614097878495,En observación
2021-10-17,1401,3851.08,2650.81,0.2,2478.42,Normal,684.0,0.31,398.24,624.99,6,1125.37,95,0,680.06,2273.99,Salario,719.04,Ocio,Positivo,0.3,Medio,1200.27,0,54.34409507096756,Estable
2021-11-16,1065,3929.27,2579.42,0.1,2718.35,Normal,597.0,0.31,558.12,285.81,4,0.0,28,0,705.68,2977.02,Independiente,909.16,Otros,Positivo,51.6,Bajo,1349.85,0,42.902581485361175,En riesgo
2021-12-16,1918,4401.09,3131.09,0.29,2854.08,Recesión,671.0,0.55,671.97,400.26,6,1060.31,97,0,324.2,1872.22,Salario,334.47,Educacion,Neutral,23.4,Bajo,1270.0,0,49.49624349866324,En observación
2022-01-15,1533,4361.62,3684.98,0.38,3449.26,Normal,673.0,0.14,393.36,106.71,7,682.78,38,0,476.95,2050.61,Salario,1097.94,Ocio,Negativo,88.0,Bajo,676.64,0,62.415837441034746,Saludable
2022-02-14,1649,4718.26,5019.91,0.27,2940.14,Recesión,672.0,0.16,729.14,567.32,5,1339.5,86,0,808.39,2435.91,Salario,1328.22,Otros,Negativo,89.2,Bajo,0.0,0,55.61489159856978,Estable
2022-03-16,1846,3873.5,4052.4,0.16,3406.47,Inflación,630.0,0.41,804.56,272.07,3,251.89,22,0,828.26,2364.3,Salario,725.83,Servicios,Negativo,27.1,Bajo,0.0,0,36.595382884543596,Crítico
2022-04-15,1060,5168.96,3784.27,0.27,2780.42,Normal,696.0,0.36,730.33,174.89,9,1515.8,70,0,344.39,1700.91,Mixto,1201.44,Otros,Positivo,85.3,Bajo,1384.69,0,54.127934570858216,Estable
2022-05-15,1345,4470.05,2118.36,0.4,3281.43,Inflación,701.0,0.19,438.25,667.81,7,1787.5,73,0,477.87,1808.45,Independiente,867.58,Ocio,Neutral,24.6,Bajo,2351.69,0,73.83506874469303,Excelente
2022-06-14,1598,4324.87,1256.24,0.31,2036.12,Normal,647.0,0.56,706.14,503.79,7,311.61,49,0,870.44,1426.28,Salario,1494.96,Otros,Positivo,37.0,Alto,3068.63,1,50.29403286021005,En observación
2022-07-14,1374,5713.69,2053.9,0.18,3266.72,Normal,669.0,0.32,582.43,294.46,9,0.0,63,0,667.07,1674.28,Independiente,1193.12,Transporte,Neutral,99.3,Bajo,3659.79,1,52.43591574192749,Estable
2022-08-13,1910,3271.42,2694.31,0.3,2077.23,Normal,687.0,0.42,388.6,612.67,2,1594.2,61,0,448.33,1374.72,Salario,1060.46,Vivienda,Positivo,2.9,Bajo,577.11,0,58.68308056275961,Saludable
2022-09-12,1833,6285.31,2453.77,0.25,2848.22,Normal,671.0,0.35,480.79,192.97,7,1136.0,41,0,468.34,3114.21,Independiente,1805.69,Inversiones,Positivo,51.4,Bajo,3831.54,1,57.7562918182724,Saludable
2022-10-12,1464,3278.96,4461.07,0.32,1875.27,Normal,679.0,0.18,211.22,293.14,9,552.95,39,0,856.29,2166.17,Salario,300.0,Transporte,Positivo,88.5,Medio,0.0,0,56.42188328833465,Estable
2022-11-11,1158,3633.85,3215.2,0.35,2864.14,Normal,678.0,0.29,491.23,363.41,9,405.86,88,0,293.17,3402.98,Salario,1455.86,Inversiones,Positivo,59.0,Bajo,418.65,0,55.67658439209459,Estable
2022-12-11,1388,4308.44,3195.17,0.28,2411.45,Normal,696.0,0.51,616.57,142.16,1,766.1,37,0,274.68,1453.02,Salario,1609.43,Otros,Negativo,62.6,Alto,1113.27,0,45.80632170919426,En riesgo
2023-01-10,1336,2766.09,2554.59,0.18,2507.59,Normal,708.0,0.31,530.28,919.65,7,385.57,25,0,653.56,1904.82,Mixto,1770.95,Educacion,Positivo,77.1,Medio,211.5,0,49.16753655531717,En observación
2023-02-09,1003,4031.86,2988.7,0.38,2297.4,Inflación,724.0,0.47,841.49,361.1,6,1267.38,48,0,452.69,2539.89,Independiente,1670.69,Otros,Positivo,51.7,Bajo,1043.16,0,53.43758135015827,Estable
2023-03-11,1666,4800.99,3518.49,0.32,2657.7,Normal,724.0,0.33,506.87,522.94,1,819.72,67,0,727.52,2434.47,Salario,1435.2,Alimentacion,Positivo,0.3,Medio,1282.5,0,57.26606140540443,Saludable
2023-04-10,1574,2948.42,3164.4,0.29,3438.33,Normal,660.0,0.53,447.89,107.23,2,1794.37,96,0,561.97,2711.33,Salario,913.2,Ocio,Positivo,85.4,Bajo,0.0,0,47.00144034459791,En observación
2023-05-10,1567,3870.98,3712.92,0.27,3487.76,Normal,651.0,0.55,404.38,483.91,6,1013.22,30,0,893.66,2711.39,Salario,1387.16,Salud,Positivo,7.2,Bajo,158.06,0,43.21419356547378,En riesgo
2023-06-09,1992,4200.26,3662.91,0.38,2892.95,Recesión,736.0,0.6,482.51,622.97,7,1223.63,56,0,311.95,1871.07,Salario,1464.87,Transporte,Negativo,78.6,Bajo,537.35,0,50.890416193343086,En observación
2023-07-09,1771,1173.61,2401.41,0.06,3050.65,Inflación,624.0,0.48,243.72,387.34,5,561.3,47,0,330.0,2337.45,Salario,1398.66,Educacion,Positivo,4.3,Bajo,0.0,0,34.284893308271556,Crítico
2023-08-08,1141,2935.68,1007.42,0.37,3462.66,Normal,634.0,0.14,549.68,439.11,1,758.8,51,0,473.1,3231.55,Salario,1230.62,Transporte,Negativo,78.0,Medio,1928.26,0,65.47913699021221,Excelente
2023-09-07,1267,3354.92,2615.78,0.4,3568.93,Normal,738.0,0.53,272.13,273.44,9,930.39,70,0,656.16,2296.69,Salario,1179.35,Educacion,Positivo,51.9,Medio,739.14,0,51.495923160723734,En observación
2023-10-07,1599,4682.23,3156.44,0.35,3180.59,Recesión,568.0,0.54,236.08,406.4,9,207.06,20,0,474.09,1693.14,Salario,1483.89,Ocio,Neutral,33.0,Bajo,1525.79,0,50.425336805648335,En observación
2023-11-06,1673,5169.39,2540.26,0.22,3386.44,Recesión,653.0,0.51,225.26,544.15,1,2129.11,76,0,304.84,2456.74,Salario,1697.81,Inversiones,Positivo,74.0,Bajo,2629.13,0,56.68869141504576,Estable
2019-01-01,1806,5574.38,2789.8,0.27,2541.36,Normal,710.0,0.23,660.87,273.5,4,1084.25,46,0,193.39,2027.66,Salario,1335.17,Transporte,Positivo,14.8,Bajo,2784.58,1,64.35778259029387,Excelente
2019-01-31,1683,3425.75,2161.29,0.09,2771.5,Inflación,703.0,0.32,240.75,0.0,7,530.93,60,0,568.41,1791.74,Salario,397.19,Servicios,Neutral,34.2,Medio,1264.46,0,43.85799914945288,En riesgo
2019-03-02,1705,4331.77,2399.08,0.17,3871.69,Normal,733.0,0.31,360.37,237.71,7,1830.07,54,0,481.45,2774.35,Mixto,785.27,Transporte,Positivo,55.5,Bajo,1932.69,0,54.28743303509132,Estable
2019-04-01,1764,5301.95,3270.09,0.25,2599.15,Normal,667.0,0.11,473.21,450.23,5,1521.1,34,0,663.53,2359.83,Salario,1885.42,Salud,Neutral,80.5,Bajo,2031.86,0,63.12047636519888,Excelente
2019-05-01,1068,6001.48,5495.2,0.26,2680.2,Recesión,638.0,0.34,549.65,314.89,2,1118.56,87,0,765.11,1293.85,Independiente,1790.7,Inversiones,Positivo,10.4,Bajo,506.28,0,51.399958108467565,En observación
2019-05-31,1221,4360.78,2002.82,0.1,2071.66,Recesión,742.0,0.44,484.97,167.99,4,1072.42,49,0,303.34,2540.16,Salario,300.0,Educacion,Positivo,31.4,Bajo,2357.96,1,47.91827511524565,En observación
2019-06-30,1166,3688.43,2154.1,0.1,2632.02,Recesión,722.0,0.34,571.46,410.23,5,0.0,27,0,147.54,3187.41,Salario,1170.29,Transporte,Positivo,42.6,Medio,1534.33,0,44.271749998913094,En riesgo
2019-07-30,1977,5095.78,2996.72,0.39,3353.53,Inflación,765.0,0.34,255.18,295.27,1,472.84,28,0,223.28,1812.74,Salario,1152.3,Educacion,Positivo,67.2,Medio,2099.06,0,64.8508255353101,Excelente
2019-08-29,1926,3737.22,2710.1,0.06,3080.03,Normal,711.0,0.3,454.42,632.47,9,1025.95,69,0,491.84,1930.57,Salario,1111.01,Gastos_hormiga,Neutral,90.1,Medio,1027.12,0,45.333147715417006,En riesgo
2019-09-28,1616,5145.97,2035.42,0.1,2841.29,Normal,693.0,0.48,270.82,354.12,7,1025.98,30,0,571.86,1282.63,Salario,1600.01,Ocio,Positivo,10.1,Bajo,3110.55,1,48.47088818042447,En observación
2019-10-28,1989,4401.6,2701.36,0.19,2812.68,Normal,657.0,0.39,491.03,504.49,3,1075.57,43,0,518.78,1979.82,Mixto,1740.01,Salud,Positivo,48.0,Medio,1700.24,0,51.36208549717877,En observación
2019-11-27,1020,4336.52,3222.21,0.22,2512.14,Normal,673.0,0.13,523.77,518.72,3,944.52,86,0,478.39,2352.14,Salario,738.74,Alimentacion,Neutral,98.9,Medio,1114.31,0,59.97485934750709,Saludable
2019-12-27,1750,4495.95,2659.34,0.3,3119.23,Inflación,684.0,0.22,721.23,231.02,4,1015.66,27,0,450.4,2441.85,Salario,1152.04,Educacion,Neutral,39.0,Bajo,1836.61,0,59.93538998466454,Saludable
2020-01-26,1698,6342.61,4550.07,0.28,2529.62,Normal,627.0,0.27,503.36,339.45,2,877.33,87,0,555.62,1446.41,Independiente,1500.98,Salud,Positivo,0.8,Bajo,1792.54,0,58.33674020943501,Saludable
2020-02-25,1127,4476.58,2590.74,0.27,1943.46,Normal,719.0,0.28,400.97,286.24,7,151.45,36,0,477.34,1174.88,Salario,1810.68,Alimentacion,Positivo,37.5,Medio,1885.84,0,55.1369457829865,Estable
2020-03-26,1286,3580.69,2853.5,0.18,3095.01,Recesión,671.0,0.28,698.86,420.88,5,239.15,95,0,249.33,2080.16,Salario,831.02,Educacion,Negativo,19.1,Bajo,727.19,0,48.20828339858821,En observación
2020-04-25,1647,2914.83,3348.88,0.14,2709.64,Normal,604.0,0.41,519.34,352.22,3,1049.97,47,0,248.6,3093.26,Salario,1381.48,Inversiones,Neutral,68.6,Alto,0.0,0,40.77254244053184,En riesgo
2020-05-25,1543,4448.12,2677.72,0.27,2309.8,Normal,797.0,0.44,366.82,553.58,2,834.51,93,0,877.83,2917.2,Independiente,1324.87,Servicios,Positivo,90.5,Alto,1770.4,0,50.7138890991599,En observación
2020-06-24,1338,5453.26,3040.3,0.1,3010.68,Inflación,659.0,0.47,484.84,689.64,1,410.77,94,0,575.29,1760.94,Salario,1417.92,Servicios,Positivo,14.5,Alto,2412.96,0,44.33488523934569,En riesgo
2020-07-24,1567,4887.93,1865.39,0.23,3381.91,Normal,731.0,0.2,539.24,0.0,7,1019.58,22,0,794.47,2100.87,Mixto,1052.61,Vivienda,Positivo,88.6,Medio,3022.54,0,58.20641909679235,Saludable
2020-08-23,1750,5058.33,3795.83,0.25,2227.76,Normal,614.0,0.23,510.6,320.79,9,985.35,64,0,501.6,2632.08,Salario,1203.52,Educacion,Neutral,95.2,Bajo,1262.5,0,54.40680900257123,Estable
2020-09-22,1042,4711.43,3476.18,0.29,2797.13,Normal,685.0,0.12,399.6,350.11,1,1290.73,78,0,416.58,3129.02,Salario,965.42,Inversiones,Positivo,88.8,Bajo,1235.25,0,65.89498541158034,Excelente
2020-10-22,1216,3150.61,3013.26,0.09,2485.44,Inflación,740.0,0.29,545.09,819.49,5,1131.02,94,0,620.8,1891.48,Salario,343.21,Vivienda,Positivo,80.7,Bajo,137.35,0,49.59212597443104,En observación
2020-11-21,1416,4902.58,3205.03,0.25,2664.1,Inflación,632.0,0.3,452.67,574.02,1,1178.21,87,0,419.11,2229.85,Salario,1540.44,Otros,Negativo,4.2,Bajo,1697.55,0,57.3086545891454,Saludable
2020-12-21,1172,2969.58,3243.98,0.32,2754.26,Normal,693.0,0.47,614.73,581.38,5,1027.31,77,0,420.25,2739.24,Salario,1844.39,Alimentacion,Positivo,45.8,Alto,0.0,0,48.575889581145546,En observación
2021-01-20,1163,2742.74,4821.02,0.25,2859.9,Inflación,656.0,0.45,524.49,440.24,2,236.41,49,0,631.79,1848.95,Salario,1398.78,Ocio,Positivo,23.7,Bajo,0.0,0,42.03977740206771,En riesgo
2021-02-19,1463,3575.04,4145.23,0.38,1757.66,Normal,687.0,0.14,526.01,850.63,3,958.96,25,0,464.22,2896.27,Salario,998.74,Servicios,Positivo,76.1,Alto,0.0,0,65.6897441896001,Excelente
2021-03-21,1974,4774.81,3451.68,0.24,2483.09,Normal,663.0,0.53,633.49,694.53,7,1266.24,88,0,690.97,1026.24,Salario,1193.2,Salud,Positivo,18.4,Medio,1323.13,0,48.40852178923362,En observación
2021-04-20,1584,2028.96,2455.96,0.05,2857.71,Normal,760.0,0.37,383.61,277.89,7,532.38,49,0,284.66,1363.82,Salario,1498.03,Educacion,Positivo,17.9,Bajo,0.0,0,38.75555626626032,Crítico
2021-05-20,1522,4676.61,3509.3,0.12,2844.99,Normal,748.0,0.54,335.43,556.09,1,1281.88,20,0,473.87,1000.0,Salario,768.47,Inversiones,Neutral,78.7,Bajo,1167.31,0,45.147773544020225,En riesgo
2021-06-19,1172,3641.92,3614.64,0.17,3297.79,Normal,677.0,0.6,734.86,315.18,1,611.53,45,0,777.72,2058.0,Mixto,1414.52,Gastos_hormiga,Neutral,88.6,Medio,27.28,0,33.34675473305774,Crítico
2021-07-19,1968,3587.67,1607.94,0.26,2961.3,Recesión,685.0,0.5,449.09,12.34,2,1200.4,86,0,540.23,2469.77,Independiente,1664.67,Alimentacion,Positivo,98.7,Medio,1979.73,0,48.44168148534876,En observación
2021-08-18,1888,2812.24,3389.31,0.24,2915.28,Normal,730.0,0.12,353.3,564.32,9,44.14,82,0,516.66,2861.97,Salario,1239.89,Alimentacion,Neutral,19.4,Bajo,0.0,0,53.752862763680355,Estable
2021-09-17,1767,4316.84,2698.31,0.24,2797.43,Normal,681.0,0.22,515.67,687.21,2,413.97,83,0,518.73,2496.76,Salario,737.09,Educacion,Neutral,26.7,Alto,1618.53,0,58.078129242323314,Saludable
2021-10-17,1603,3457.99,3482.58,0.38,2505.38,Normal,626.0,0.13,441.16,0.0,9,820.45,94,0,596.38,1392.57,Salario,1874.98,Transporte,Positivo,4.6,Bajo,0.0,0,62.16520430277805,Saludable
2021-11-16,1848,3699.45,1747.07,0.18,2596.34,Normal,673.0,0.46,447.79,319.56,6,655.65,75,0,474.01,2272.98,Independiente,1371.17,Ocio,Positivo,11.6,Medio,1952.38,0,46.1597970312323,En riesgo
2021-12-16,1220,4908.88,3075.61,0.17,2517.83,Normal,751.0,0.27,218.68,354.38,5,418.57,20,0,480.76,1608.67,Independiente,643.97,Inversiones,Negativo,83.3,Alto,1833.27,0,51.39799956402322,En observación
2022-01-15,1369,4738.69,3342.15,0.09,3274.18,Recesión,640.0,0.22,493.76,803.88,5,1816.54,68,1,813.58,3008.38,Independiente,1049.49,Ocio,Negativo,10.7,Alto,1396.54,0,50.59554042362553,En observación
2022-02-14,1911,4117.59,1482.06,0.36,3138.21,Normal,690.0,0.49,285.6,50.05,3,966.19,73,0,117.44,2153.52,Mixto,2127.93,Salud,Neutral,49.3,Bajo,2635.53,0,57.02900620588697,Estable
2022-03-16,1837,4250.74,4297.49,0.25,3063.59,Normal,707.0,0.16,405.56,684.38,7,968.16,32,0,289.02,1000.0,Salario,542.13,Educacion,Positivo,49.4,Medio,0.0,0,62.39254743784656,Saludable
2022-04-15,1423,1239.94,3344.52,0.13,2962.44,Normal,744.0,0.22,355.18,0.0,3,889.15,29,0,661.25,2322.84,Salario,1534.8,Educacion,Positivo,22.0,Bajo,0.0,0,42.75984715676773,En riesgo
2022-05-15,1123,4691.21,2855.03,0.37,3099.22,Normal,718.0,0.14,948.03,392.01,5,1984.61,97,0,812.23,2650.24,Salario,1334.23,Gastos_hormiga,Positivo,53.6,Bajo,1836.18,0,68.00208217764855,Excelente
2022-06-14,1112,2724.46,2490.49,0.16,2070.64,Inflación,738.0,0.54,341.72,351.89,6,999.29,80,0,380.6,1000.0,Salario,1136.53,Servicios,Positivo,20.9,Bajo,233.97,0,43.17628888626059,En riesgo
2022-07-14,1023,3247.65,3321.05,0.28,2939.23,Normal,765.0,0.18,167.87,321.76,3,921.71,44,1,101.02,2546.98,Salario,1698.37,Vivienda,Positivo,7.8,Bajo,0.0,0,60.83621581923188,Saludable
2022-08-13,1572,3501.27,4486.83,0.1,2648.14,Recesión,711.0,0.5,71.92,293.7,7,1870.16,92,0,496.29,3215.26,Salario,1676.58,Transporte,Positivo,83.9,Bajo,0.0,0,38.52349811188141,Crítico
2022-09-12,1885,5065.27,3075.08,0.14,2044.48,Normal,585.0,0.5,676.05,273.97,4,1571.9,87,0,895.88,1786.58,Salario,1661.15,Otros,Positivo,20.8,Alto,1990.19,0,41.25228534091191,En riesgo
2022-10-12,1553,3830.87,2175.19,0.17,4386.5,Recesión,649.0,0.46,479.31,675.47,7,204.87,72,0,985.9,1890.72,Salario,1055.16,Transporte,Positivo,0.4,Bajo,1655.68,0,43.099915266063434,En riesgo
2022-11-11,1950,6575.88,2749.9,0.06,2244.91,Normal,712.0,0.53,573.89,443.84,2,1760.12,63,0,639.52,2563.99,Salario,1422.68,Otros,Neutral,10.7,Bajo,3825.98,1,44.615730714665254,En riesgo
2022-12-11,1438,4833.52,4217.3,0.19,2641.02,Recesión,680.0,0.59,549.17,0.0,5,628.85,85,0,493.39,3065.21,Salario,1301.49,Inversiones,Negativo,92.0,Medio,616.22,0,32.96968411800055,Crítico
2023-01-10,1828,3571.8,3406.58,0.28,2684.68,Inflación,645.0,0.14,416.4,344.0,5,1502.44,59,0,460.92,2859.01,Mixto,1101.31,Servicios,Negativo,85.7,Medio,165.22,0,59.79489910810481,Saludable
2023-02-09,1906,4413.76,2904.68,0.2,3752.35,Normal,684.0,0.37,484.13,37.07,3,456.7,64,0,182.29,2332.14,Salario,561.08,Salud,Positivo,6.5,Medio,1509.08,0,49.098951223263605,En observación
2023-03-11,1754,3111.42,2461.65,0.1,3154.35,Normal,671.0,0.57,552.91,399.7,3,1434.6,31,0,680.23,2031.14,Salario,1154.63,Vivienda,Positivo,45.9,Medio,649.77,0,37.4260230309019,Crítico
2023-04-10,1448,2644.59,3200.5,0.28,2069.0,Normal,669.0,0.19,372.12,352.22,8,808.17,20,0,393.55,1994.56,Independiente,1918.38,Gastos_hormiga,Positivo,74.1,Bajo,0.0,0,56.73485406738186,Estable
2023-05-10,1065,3410.52,1259.7,0.32,2546.27,Normal,713.0,0.28,515.36,431.37,7,832.45,44,0,265.38,2254.49,Salario,1648.22,Alimentacion,Positivo,32.2,Medio,2150.82,0,61.748231062013716,Saludable
2023-06-09,1683,4741.9,3116.86,0.26,3120.58,Inflación,630.0,0.44,222.7,424.96,5,1815.05,53,0,639.51,2999.14,Salario,1114.07,Servicios,Negativo,48.4,Bajo,1625.04,0,53.01288655312281,Estable
2023-07-09,1160,3854.53,2141.09,0.31,2531.1,Normal,677.0,0.27,313.4,27.85,3,108.19,43,0,656.06,2299.9,Salario,1082.03,Inversiones,Positivo,77.3,Bajo,1713.44,0,57.14031890519547,Estable
2023-08-08,1734,3766.71,3621.94,0.23,2240.93,Normal,700.0,0.55,508.37,528.38,2,1535.86,24,0,673.11,2852.3,Salario,642.87,Vivienda,Positivo,11.2,Medio,144.77,0,45.117690882584185,En riesgo
2023-09-07,1203,5214.41,2166.49,0.22,2550.97,Normal,770.0,0.47,572.45,792.44,9,743.84,31,0,452.21,2536.46,Salario,1219.21,Ocio,Positivo,97.8,Medio,3047.92,1,53.301460623125394,Estable
2023-10-07,1670,4072.72,2032.31,0.06,2682.71,Inflación,694.0,0.22,652.77,670.54,6,1048.08,51,0,181.12,2802.07,Salario,1283.18,Transporte,Positivo,95.6,Bajo,2040.41,0,52.418110231607855,Estable
2023-11-06,1933,4019.7,2752.15,0.28,2701.8,Normal,689.0,0.33,426.17,353.85,7,1568.92,25,0,593.34,1068.64,Salario,1865.37,Transporte,Positivo,82.2,Bajo,1267.55,0,58.16094631045401,Saludable
2019-01-01,1666,3258.17,2480.44,0.16,2906.09,Normal,597.0,0.54,387.0,517.52,6,1103.66,30,0,662.83,1857.09,Salario,932.19,Inversiones,Negativo,20.0,Bajo,777.73,0,41.031185186791,En riesgo
2019-01-31,1789,2768.86,1750.8,0.29,3560.72,Normal,702.0,0.45,516.47,1051.06,5,1230.7,25,0,220.35,2918.28,Salario,300.0,Vivienda,Positivo,9.9,Alto,1018.06,0,56.53326757808016,Estable
2019-03-02,1592,3396.54,2905.66,0.06,1994.39,Normal,657.0,0.33,758.64,567.45,8,1139.14,48,0,611.24,2083.19,Mixto,1302.25,Vivienda,Positivo,69.6,Bajo,490.88,0,42.445575203608726,En riesgo
2019-04-01,1408,4391.95,4069.04,0.31,2806.62,Recesión,680.0,0.18,552.95,0.0,1,288.36,21,0,350.99,3077.52,Salario,1179.31,Transporte,Positivo,69.2,Bajo,322.91,0,56.86316856020246,Estable
2019-05-01,1804,3979.12,4280.9,0.35,4101.56,Inflación,750.0,0.27,522.42,404.11,7,783.1,59,0,228.5,2087.76,Independiente,1308.97,Gastos_hormiga,Neutral,85.7,Alto,0.0,0,55.432839960995786,Estable
2019-05-31,1808,4802.64,2572.23,0.32,2511.17,Recesión,695.0,0.6,827.88,121.08,5,1537.94,69,0,460.5,3001.88,Salario,1397.86,Servicios,Negativo,5.7,Alto,2230.41,0,44.74760930761921,En riesgo
2019-06-30,1785,4277.12,2554.34,0.07,3128.51,Recesión,648.0,0.37,967.68,397.2,8,1372.75,65,0,378.13,1572.15,Salario,1540.42,Ocio,Positivo,77.1,Medio,1722.78,0,43.647751164018956,En riesgo
2019-07-30,1671,4480.08,2618.86,0.08,3506.07,Normal,713.0,0.38,554.22,235.42,5,1267.36,33,0,166.91,2340.28,Independiente,1334.49,Servicios,Positivo,46.1,Bajo,1861.22,0,45.87451899318462,En riesgo
2019-08-29,1463,4504.05,3495.71,0.33,1883.7,Normal,654.0,0.12,674.75,584.07,2,1607.61,58,0,777.48,2764.99,Mixto,713.6,Servicios,Positivo,72.8,Bajo,1008.34,0,66.90451714930566,Excelente
2019-09-28,1788,2699.8,3344.48,0.36,3116.25,Normal,637.0,0.22,513.32,533.78,9,1167.35,68,0,614.46,2244.25,Salario,1698.5,Otros,Negativo,22.8,Medio,0.0,0,56.7133607567559,Estable
2019-10-28,1647,3287.92,2927.23,0.2,1804.6,Recesión,659.0,0.49,360.71,523.87,3,803.95,46,0,613.41,1411.17,Salario,1237.32,Inversiones,Negativo,75.7,Bajo,360.69,0,44.152942210042326,En riesgo
2019-11-27,1485,2761.4,3472.7,0.11,2604.13,Normal,656.0,0.28,701.48,0.0,4,751.98,54,0,495.84,1538.37,Independiente,1184.58,Educacion,Positivo,26.4,Bajo,0.0,0,42.11749605247031,En riesgo
2019-12-27,1285,5728.92,3119.95,0.36,2274.25,Inflación,594.0,0.1,158.26,47.05,1,1010.98,31,1,470.69,1000.0,Salario,1048.07,Inversiones,Negativo,42.9,Bajo,2608.97,1,73.01710643324938,Excelente
2020-01-26,1051,5818.42,3482.83,0.17,4052.73,Normal,597.0,0.25,438.88,976.79,1,815.23,79,0,311.56,3460.6,Salario,1308.32,Ocio,Positivo,25.9,Bajo,2335.59,0,59.038574588977696,Saludable
2020-02-25,1372,3708.57,1471.64,0.26,2363.85,Normal,655.0,0.4,562.29,528.33,4,1562.48,72,0,278.15,1685.83,Mixto,1151.34,Salud,Neutral,56.7,Alto,2236.93,0,57.65112489951811,Saludable
2020-03-26,1672,3430.78,1850.13,0.23,3549.62,Inflación,695.0,0.26,630.27,105.93,8,2048.3,20,0,651.68,2442.16,Salario,891.75,Alimentacion,Negativo,20.8,Alto,1580.65,0,53.052447930835235,Estable
2020-04-25,1280,3986.88,2654.7,0.22,3285.38,Normal,689.0,0.26,564.72,726.66,2,1169.52,84,0,575.1,2640.91,Salario,1228.4,Vivienda,Negativo,49.4,Bajo,1332.18,0,55.90332821793704,Estable
2020-05-25,1524,4703.43,4581.72,0.31,3193.16,Normal,680.0,0.35,630.81,1288.24,4,1066.51,59,0,473.21,2219.56,Salario,1673.28,Servicios,Neutral,45.0,Medio,121.71,0,57.84768479344768,Saludable
2020-06-24,1831,4109.68,3691.78,0.38,2111.3,Inflación,597.0,0.51,512.01,644.16,7,1420.79,24,0,681.89,2373.5,Salario,1444.73,Servicios,Negativo,43.5,Alto,417.9,0,50.65608488987427,En observación
2020-07-24,1498,3713.28,2164.0,0.4,2578.97,Recesión,760.0,0.44,360.98,490.62,1,363.74,66,0,922.4,1814.41,Salario,1029.98,Ocio,Positivo,23.3,Bajo,1549.28,0,58.83610428604649,Saludable
2020-08-23,1383,4367.91,3580.67,0.27,3009.42,Recesión,700.0,0.17,757.07,936.11,3,795.62,49,0,260.15,3310.91,Salario,1540.8,Alimentacion,Neutral,60.6,Bajo,787.24,0,60.7898410819475,Saludable
2020-09-22,1336,5846.22,3218.23,0.32,3044.42,Normal,704.0,0.43,683.44,231.23,8,674.59,84,0,601.16,2431.02,Salario,785.27,Servicios,Negativo,35.5,Bajo,2627.99,0,51.44655199148339,En observación
2020-10-22,1161,4616.13,4008.41,0.12,2844.64,Normal,679.0,0.19,498.12,398.73,4,0.0,25,1,468.56,1866.65,Salario,1365.73,Transporte,Positivo,28.5,Alto,607.72,0,48.12889273490182,En observación
2020-11-21,1099,3147.63,2919.98,0.16,2467.59,Inflación,655.0,0.3,577.77,660.31,3,704.45,46,0,727.47,2541.13,Salario,916.59,Transporte,Neutral,9.7,Medio,227.65,0,47.58567779630917,En observación
2020-12-21,1020,3925.14,2896.9,0.38,2980.01,Normal,807.0,0.39,706.45,775.73,1,1389.52,37,0,315.38,2335.37,Salario,1774.67,Vivienda,Negativo,73.0,Medio,1028.24,0,59.80911537250981,Saludable
2021-01-20,1816,5516.76,2529.83,0.21,2215.5,Recesión,730.0,0.56,991.52,538.51,2,727.36,64,0,509.61,2339.71,Salario,1263.32,Transporte,Positivo,12.9,Bajo,2986.93,1,47.30157281918347,En observación
2021-02-19,1323,4442.21,4621.18,0.24,2742.87,Inflación,684.0,0.42,139.32,372.94,5,768.35,92,0,539.98,2285.56,Salario,300.0,Vivienda,Positivo,17.4,Bajo,0.0,0,49.653100145636536,En observación
2021-03-21,1355,3579.27,3737.79,0.17,2366.75,Normal,731.0,0.28,658.83,524.88,3,861.9,30,0,588.54,3133.75,Salario,1278.99,Inversiones,Positivo,43.9,Medio,0.0,0,47.45241345221572,En observación
2021-04-20,1805,2474.88,3324.07,0.16,2767.98,Normal,696.0,0.44,752.33,684.6,6,814.24,87,0,501.4,3600.13,Salario,1247.33,Alimentacion,Positivo,21.3,Medio,0.0,0,39.208163312632344,Crítico
